link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,reviews_link,thumbnail,timezone,data_id,images,order_online,menu,owner,complete_address,about,user_reviews
https://www.google.com/maps/place/Hade+Laundry/data=!4m2!3m1!1s0x2e68e87c7397af79:0xaf7eacc70e3923a3!10m1!1e1,Hade Laundry,Laundry service,"Jl. Maskumambang No.11, Turangga, Bandung, Bandung City, West Java 40264","{""Friday"":[""8 AM–5 PM""],""Monday"":[""8 AM–5 PM""],""Saturday"":[""8 AM–5 PM""],""Sunday"":[""8 AM–4 PM""],""Thursday"":[""8 AM–5 PM""],""Tuesday"":[""8 AM–5 PM""],""Wednesday"":[""8 AM–5 PM""]}","{""Friday"":{""10"":77,""11"":95,""12"":85,""13"":90,""14"":82,""15"":87,""16"":80,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":55,""9"":62},""Monday"":{""10"":70,""11"":77,""12"":80,""13"":87,""14"":95,""15"":100,""16"":82,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":37,""9"":55},""Saturday"":{""10"":37,""11"":40,""12"":35,""13"":40,""14"":47,""15"":67,""16"":50,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":32,""9"":27},""Sunday"":{""10"":15,""11"":17,""12"":27,""13"":22,""14"":22,""15"":17,""16"":0,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":12,""9"":15},""Thursday"":{""10"":45,""11"":55,""12"":67,""13"":60,""14"":60,""15"":65,""16"":67,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":30,""9"":37},""Tuesday"":{""10"":47,""11"":70,""12"":82,""13"":90,""14"":87,""15"":82,""16"":70,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":30,""9"":35},""Wednesday"":{""10"":55,""11"":67,""12"":72,""13"":77,""14"":72,""15"":80,""16"":72,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":40,""9"":47}}",https://linktr.ee/HADELAUNDRYINDONESIA,(022) 7322334,"3J8G+8Q Turangga, Bandung City, West Java",20,4.3,"{""1"":3,""2"":0,""3"":0,""4"":2,""5"":15}",-6.934192,107.626997,12645734774640026531,Closed ⋅ Opens 8 AM Tue,https://search.google.com/local/reviews?placeid=ChIJea-Xc3zoaC4RoyM5Dsesfq8&q=Hade+Laundry&authuser=0&hl=en&gl=ID,https://lh5.googleusercontent.com/p/AF1QipPpipKQopqgxMPuKHJP5R131VQ-JsxNPMKaN_Rj=w408-h275-k-no,Asia/Jakarta,0x2e68e87c7397af79:0xaf7eacc70e3923a3,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPpipKQopqgxMPuKHJP5R131VQ-JsxNPMKaN_Rj=w441-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipM0bijqaetzWg_paVi49r_aAsymq13HWAVEF70d=w447-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ti3vdRdKg6xWEt8RI0aF2Q\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=129.4321\u0026pitch=0\u0026thumbfov=100""}]",,"{""link"":"""",""source"":""""}","{""id"":""107304465956003013841"",""name"":""Hade Laundry (Owner)"",""link"":""https://www.google.com/maps/contrib/107304465956003013841""}","{""borough"":""Turangga, Bandung"",""street"":""Jl. Maskumambang No.11"",""city"":""Bandung City"",""postal_code"":""40264"",""state"":""West Java"",""country"":""ID""}",,"[{""Name"":""Sintaa Raka"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWBfOx2zC5ZVZZwdI80_ngdNjqpfS3pc5Mw_4-Rm005AA=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""Cewek nya bad attitude, tidak sopan sama sekali, padahal kita bayar mahal, tapi attitude jelek, apalgi yg di kacamata . Laundry mewah, attitude rendah!"",""Images"":null,""When"":""7 months ago""},{""Name"":""Didik Permana"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ_fDXJxHMlz8FBkI9bBN6r5z3HjUVcGLl5RRfI9WTo=s120-c-rp-mo-ba2-br100"",""Rating"":1,""Description"":""Ribet amat cman mau nyuci harus terdaftar yg di komputer padahal mau daftar baru"",""Images"":null,""When"":""8 months ago""},{""Name"":""Daniel Abednego"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjV1bR-zLy8f_BfE7fM0QUAqM8dcNwphajkyMnKXwdx1bmM=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Murah tapi ga murahan\nBeberap kali laundry disini hasilnya ga mengecewakan."",""Images"":null,""When"":""5 years ago""},{""Name"":""Vincent Simanjuntak"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWiKyDZr9riNst05-DPIUKeOKOJ7SPNSv13xhfoCFtH7w=s120-c-rp-mo-ba2-br100"",""Rating"":5,""Description"":""Bersih dan rapi. Tidak terlalu mahal"",""Images"":null,""When"":""a year ago""},{""Name"":""ιωαη ωιяαωαη sόεнαяđjό"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXTDlNm4E3AGqLGkL2EHRGKp2-RGLPy4gR27CwLUv8iwW94=s120-c-rp-mo-ba5-br100"",""Rating"":4,""Description"":"""",""Images"":null,""When"":""a month ago""},{""Name"":""Anni Roslianti"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIy-FPxSdI8dqb-x-E3QYSTR8C-uHUTqYkutWMvHNtE=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""a year ago""},{""Name"":""Hendra Febrianto"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVFywSDOOWa8L7vwjhud8pdAZsFmhLlF7MA_P-Aoe8_Zvs=s120-c-rp-mo-ba4-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""a year ago""},{""Name"":""Retno Sunarningsih"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVp0rnqMbDGED552d9rnUwPqVYFm0RmEtqvtoUz8x269w=s120-c-rp-mo-ba4-br100"",""Rating"":4,""Description"":"""",""Images"":null,""When"":""a month ago""}]"
https://www.google.com/maps/place/Chingu+Laundry+Express/data=!4m2!3m1!1s0x2e68e7eb6d62478f:0x72ec7a33a0bafa21!10m1!1e1,Chingu Laundry Express,Laundry service,"Jl. Boscha No.12, Pasteur, Sukajadi, Bandung City, West Java 40161","{""Friday"":[""7 AM–8 PM""],""Monday"":[""7 AM–8 PM""],""Saturday"":[""7 AM–8 PM""],""Sunday"":[""7 AM–8 PM""],""Thursday"":[""7 AM–8 PM""],""Tuesday"":[""7 AM–8 PM""],""Wednesday"":[""7 AM–8 PM""]}","{""Friday"":{""10"":64,""11"":58,""12"":76,""13"":88,""14"":64,""15"":58,""16"":29,""17"":29,""18"":29,""19"":58,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":29,""8"":23,""9"":35},""Monday"":{""10"":64,""11"":64,""12"":58,""13"":35,""14"":52,""15"":35,""16"":47,""17"":41,""18"":52,""19"":41,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":82,""8"":76,""9"":52},""Saturday"":{""10"":52,""11"":88,""12"":82,""13"":76,""14"":47,""15"":58,""16"":47,""17"":29,""18"":5,""19"":5,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":11,""8"":29,""9"":52},""Sunday"":{""10"":52,""11"":35,""12"":23,""13"":11,""14"":17,""15"":29,""16"":17,""17"":41,""18"":52,""19"":64,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":23,""8"":41,""9"":47},""Thursday"":{""10"":58,""11"":58,""12"":76,""13"":58,""14"":58,""15"":47,""16"":52,""17"":76,""18"":100,""19"":76,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":47,""8"":70,""9"":47},""Tuesday"":{""10"":52,""11"":17,""12"":11,""13"":5,""14"":11,""15"":29,""16"":41,""17"":76,""18"":94,""19"":100,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":29,""8"":41,""9"":47},""Wednesday"":{""10"":41,""11"":52,""12"":82,""13"":47,""14"":35,""15"":17,""16"":11,""17"":29,""18"":47,""19"":88,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":41,""8"":35,""9"":52}}",http://chingu-laundry.com/,0851-7445-0012,"4J62+8G Pasteur, Bandung City, West Java",253,4.9,"{""1"":4,""2"":0,""3"":0,""4"":2,""5"":247}",-6.889136,107.601356,8281128176986028577,Closed ⋅ Opens 7 AM Tue,https://search.google.com/local/reviews?placeid=ChIJj0dibevnaC4RIfq6oDN67HI&q=Chingu+Laundry+Express&authuser=0&hl=en&gl=ID,https://lh5.googleusercontent.com/p/AF1QipOEnbir40kt5nUIT13JTFupkOz8iS4lmjzXGDjj=w408-h271-k-no,Asia/Jakarta,0x2e68e7eb6d62478f:0x72ec7a33a0bafa21,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOEnbir40kt5nUIT13JTFupkOz8iS4lmjzXGDjj=w447-h298-k-no""},{""title"":""Latest"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNA69kJLekpt-9-IyTJPoDQeD0ZU5yrmnXe961Z=w224-h298-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipN5PWxj5iASU9-NpQKIPLfihduSRC22OgwD_R_Z=w224-h398-k-no""},{""title"":""Exterior"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNa9wBVHqfOcUVV3QIdO5SEgOo2nXXZbURQ5har=w224-h398-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipO_HHRz9awfJvmzWjS65tvXM9gFmqp_Hqe7iVYi=w447-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNR_Q1nTOQ_eglH60xplDuWKOzt2Jv2hWDOOG79=w447-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KFQ7y8I_lw-ZM4VCwIvEQA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=148.6734\u0026pitch=0\u0026thumbfov=100""}]",,"{""link"":"""",""source"":""""}","{""id"":""112691187250804597569"",""name"":""Chingu Laundry Express (Owner)"",""link"":""https://www.google.com/maps/contrib/112691187250804597569""}","{""borough"":""Pasteur, Sukajadi"",""street"":""Jl. Boscha No.12"",""city"":""Bandung City"",""postal_code"":""40161"",""state"":""West Java"",""country"":""ID""}",,"[{""Name"":""Dian Herdiana"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUycaTykGQct4zAgLK6VBVaQuqCKRWeLEC0mGm8pdw7bg=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Tempatnya sanggat rapih bersih nyaman dan wangii bak seperti di hotel bintang 5.. pelayan humble baik serta ramah sekali.. tempat parkir nya kece luass dan yg paling utama terletak di pusat keramaian deket ke cihampelas sukajadi dll sungguh mengesankan sekali !!!\n\nSehat selalu kk terima kasih atas pelayanan nya .. we are the champions kesini guys merapat ramaikan 😎"",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipNSU2MQz_h0UwcWvLfD3RX2uZjIdRvMlrGyT2nr=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipOq7rzIMOY860mzIDyHs_03hiHExpFkQNQNDYYb=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipOaLB-gIrJ7mAyCdL8L_VTTv8MDXqBWm67S5yI6=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipMdWLLZRgzJ-kcLJNtHdwRWD_QoUAZsiRLVxrUK=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipMcIkIJpNcvnJTghzh-DcB2l3QMXcAORnau6F33=w150-h150-k-no-p""],""When"":""9 months ago""},{""Name"":""Tino Iwan"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUssdXuSXwAwUOTYSRARi7lHooP1IOAGAA3WbpCRJq8JrI=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":""Pelayanan ramah, cepat, bisa antar jemput juga, Hade pisan.."",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipNn3xaIFSHL8Ne1yUAGU0yfYFnLyoMgytRimUfd=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipOojGpd83pSnr0xTecdcjtc-qheKMWzpUc0vv9K=w150-h150-k-no-p""],""When"":""5 months ago""},{""Name"":""Anindhia Raissyafa Rahmadivanie"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXFMqiAAkyxsMiQhCI2YlkYBvTY4CZB874xATKfZUJenQ=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""Bener bener kecewa bgt sih laundry disini, aku laundry celana satuan bisa bisanya pas mau diambil gaada dan katanya kebawa sama cust lain dan respon mba mba nya agak nyebelin. Dan aku barusan baru buka seprai yang aku cuci satuan juga tapi ternyata ga bersih sama sekali. Mau complain tp claim nya cuma berlaku 24 setelah dibuka, sedangkan masa iya aku buka seprai nya semua satu satu buat cek bersih apa engga nya. Jadi aku baru buka sprei nya kalo pas mau dipake aja. Bener bener kaget bgt ternyata seprai aku masih kotor padahal aku cuci satuan lohh?? Bukan yg kiloan. Kapok deh pokonya ga lagi lagi. Selalu aja ada kejadian ga menyenangkan. Emg nya pas di setrika, dilipet ga liat apa itu masih kotor kaya gt???? KECEWA PARAH. LAUNDRY SATUAN MASA HASIL 3 HARI KAYA GINI?!? INIMAH BELUM DICUCI KALI YA? CUMA DIKASIH PEWANGI SAMA SETRIKA DOANG. KARNA GA MUNGKIN UDAH DICUCI KAYA GINI."",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipMgg6NicCTNILoAR2mwAoqjihXmAYydN60vzqRv=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipMTLHEz_0CcSzqwbJ528Wm0RfeBcen9H1bgv5QQ=w150-h150-k-no-p""],""When"":""3 months ago""},{""Name"":""Dani Jamaludin"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJPGrWfCzXAGRfKZoRCLXW-Yr1RAmEFWzI0bU2PpOlLEg=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Tempat laundry  yang stategis di kota bandung wajib dicoba,pelayanan nya ramah dan ok"",""Images"":null,""When"":""4 days ago""},{""Name"":""nadya hanggana"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXjo3u9LUoDxyZTyoxHQDxZ6DTqp06HFPIYoIcHUiph050=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":""Pelayanan bagus, laundry regularnya cepet juga ,harganya normal juga ga begitu mahal"",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipNUnr4TWcaj54qk40_GsSKi3VyeeCz6deIsl1Aw=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipM4RcjWik-E3OherKtKNE-gMItRBW7_CLLnmZ89=w150-h150-k-no-p""],""When"":""8 months ago""},{""Name"":""mega latif"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWNak8rhkUYkHn70DF52BrKz1mc3qUnmy3oRPQAPWTzUDs=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Hasil cucian bersih rapih dan wangi.. Cepet bgt selesainya. Pelayanan ramah. Bisa antar jemput juga"",""Images"":null,""When"":""5 months ago""},{""Name"":""Budiman Herdiansah"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJMNCrGWuuHvAuisj4NwC-shMmfRL6RJ_jV4UqzJMHj=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Pelayanan ramah . Hasil cucian bersih wangi dan cepat.  Bisa antar jemput jugaa"",""Images"":null,""When"":""5 months ago""},{""Name"":""M ridwan putra"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLw68IdFVAaTjunMXqnMZZ7AmKUTUtQ6ZtPQ9E96aRO=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""hasil cucian bersih wangi cepatt . sangat memuaskan . pelayanan baik dan ramah"",""Images"":null,""When"":""5 months ago""}]"
https://www.google.com/maps/place/Laundry+Sendiri/data=!4m2!3m1!1s0x2e68e9e3dd7a6079:0xa4eac551b748cd58!10m1!1e1,Laundry Sendiri,Laundry service,"Jl. Margasari No.28, Margasari, Buahbatu, Bandung City, West Java 40287","{""Friday"":[""6 AM–9 PM""],""Monday"":[""6 AM–9 PM""],""Saturday"":[""6 AM–9 PM""],""Sunday"":[""6 AM–9 PM""],""Thursday"":[""6 AM–9 PM""],""Tuesday"":[""6 AM–9 PM""],""Wednesday"":[""6 AM–9 PM""]}","{""Friday"":{""10"":60,""11"":80,""12"":76,""13"":56,""14"":30,""15"":36,""16"":50,""17"":63,""18"":43,""19"":23,""20"":20,""21"":0,""22"":0,""5"":0,""6"":10,""7"":30,""8"":43,""9"":56},""Monday"":{""10"":66,""11"":80,""12"":90,""13"":83,""14"":73,""15"":70,""16"":70,""17"":73,""18"":76,""19"":70,""20"":60,""21"":0,""22"":0,""5"":0,""6"":20,""7"":40,""8"":46,""9"":53},""Saturday"":{""10"":83,""11"":73,""12"":66,""13"":60,""14"":70,""15"":66,""16"":60,""17"":33,""18"":16,""19"":10,""20"":20,""21"":0,""22"":0,""5"":0,""6"":20,""7"":26,""8"":53,""9"":76},""Sunday"":{""10"":66,""11"":50,""12"":46,""13"":26,""14"":26,""15"":36,""16"":30,""17"":30,""18"":30,""19"":33,""20"":26,""21"":0,""22"":0,""5"":0,""6"":13,""7"":20,""8"":50,""9"":46},""Thursday"":{""10"":46,""11"":43,""12"":43,""13"":53,""14"":36,""15"":36,""16"":36,""17"":36,""18"":40,""19"":33,""20"":33,""21"":0,""22"":0,""5"":0,""6"":20,""7"":16,""8"":20,""9"":30},""Tuesday"":{""10"":56,""11"":56,""12"":56,""13"":63,""14"":90,""15"":100,""16"":86,""17"":66,""18"":56,""19"":56,""20"":50,""21"":0,""22"":0,""5"":0,""6"":23,""7"":30,""8"":46,""9"":56},""Wednesday"":{""10"":53,""11"":66,""12"":63,""13"":56,""14"":43,""15"":40,""16"":46,""17"":60,""18"":40,""19"":26,""20"":26,""21"":0,""22"":0,""5"":0,""6"":13,""7"":23,""8"":46,""9"":43}}",https://instagram.com/laundrysendiri,0821-2128-1878,"2MV4+6M Margasari, Bandung City, West Java",18,4.9,"{""1"":0,""2"":0,""3"":0,""4"":2,""5"":16}",-6.956888,107.656647,11883527521528499544,Closed ⋅ Opens 6 AM Tue,https://search.google.com/local/reviews?placeid=ChIJeWB63ePpaC4RWM1It1HF6qQ&q=Laundry+Sendiri&authuser=0&hl=en&gl=ID,https://lh5.googleusercontent.com/p/AF1QipMlxfHPT1SoUNcIwZeuDd-IDmASNvpzDt4qJSPd=w408-h288-k-no,Asia/Jakarta,0x2e68e9e3dd7a6079:0xa4eac551b748cd58,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMlxfHPT1SoUNcIwZeuDd-IDmASNvpzDt4qJSPd=w421-h298-k-no""},{""title"":""Exterior"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOujeymthVeiJeutiRGodkUvp-j8o2vVrOrX3-b=w397-h298-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipM9_xJ_uABAVB37_oi9Nj8jAkaJtRk2bbmARWVt=w224-h395-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMOUWF3YB77N9v3kwhFoRdtp56YggJVIbG1ItJm=w397-h298-k-no""},{""title"":""Laundry"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNxmVClOTqoZbbud6BWDwl6FlDWF8gPPMm8-4EM=w530-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPKdTbmKEFqA3ZmD_78cK2k3nUuqBzUalUCqloi=w224-h395-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PJ97Y_x8EjbMNxz6bxTGSw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=62.05588\u0026pitch=0\u0026thumbfov=100""}]",,"{""link"":"""",""source"":""""}","{""id"":""112258814562827350770"",""name"":""Laundry Sendiri (Owner)"",""link"":""https://www.google.com/maps/contrib/112258814562827350770""}","{""borough"":""Margasari, Buahbatu"",""street"":""Jl. Margasari No.28"",""city"":""Bandung City"",""postal_code"":""40287"",""state"":""West Java"",""country"":""ID""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":false},{""name"":""Online estimates"",""enabled"":false}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":false}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Gender-neutral toilets"",""enabled"":false}]}]","[{""Name"":""Meita Surya"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWiLv0GXnwTAVVJLWtB6L-Di7e19GvWDm5nDbx-hBQFHGJo=s120-c-rp-mo-ba4-br100"",""Rating"":5,""Description"":""Solusi di musim hujan utk yg blm punya alat pengering pakaian. Cocok utk keluarga kecil yg punya mobilitas tinggi juga. Harga 20rb bisa cuci atau ngeringin baju ±10kg. Jadi kalau mau cuci dan mengeringkan ya 40rb. Kalau gak mau nunggu tinggal bayar jasa titip cuci 10rb. Cucian langsung keriiing. Keluar dr mesin pengering udh langsung bs dipake. Sangat membantu meringankan pekerjaan rumah tangga. Oia, disini jg jual minuman dingin dan pop mie."",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipOMte-k6xblhprHTSrMiVhm4hsWTtQK9DAL1NxW=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipMOjX1m0W7pPnIYo971zq317NzI_CQPiGztS1_g=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipPKFGHkuuvoUwqFvVofHxRc3EvsDoR2HXS8DVGL=w150-h150-k-no-p""],""When"":""10 months ago""},{""Name"":""Aumedi Wibisana"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVID9gtN14F94NMjrTsb3jI4Cmk5Mbl35LbsHpm7Wnxunk=s120-c-rp-mo-br100"",""Rating"":4,""Description"":""Pemilik ramah. Bisa laundry sendiri. Laundry nya cepat, sekitar 3 jam sudah bisa diambil lagi. Harganya sama berapa kilo pun, up to 10 kilo. Kalau laundry sendiri IDR 40k, kalau titip IDR 50k."",""Images"":null,""When"":""2 months ago""},{""Name"":""Susi Dwiyanti"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVsNFQcMcFZknDlSfs9KaJwR4lnubrGfuyMqgxWgoJNqIY=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":""Cuci baju jadi ga repot lagi, sangat menolong saat hujan deras sepanjang hari, cucian langsung kering, tinggal dilipat dan masuk lemari, dengan harga bersahabat"",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipPqS9nglRpTm0JLfCYov06j2N4pw620x9ObnfAk=w150-h150-k-no-p""],""When"":""11 months ago""},{""Name"":""nafkarr"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWYClIwqGwvQzbReZLjWGb2Z9srTwKpBXBOJdat6GFUr9g=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""ruang tunggu yang nyaman, semuanya serba cashless, mesin cucinya muat banyak, suka ada promo menarik dibagiin lewat instagram dan discordnya. terbaik 👍"",""Images"":null,""When"":""a year ago""},{""Name"":""henny bey"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIlQeH7_Q18iGPF1vBlMRu7AWRSttNK2Ele3_C-Vmba=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Tempatnya bersih, nyaman..pelayanananya oke banget, langsung langganan..semoga selalu bisa mempertahankan kualitas pelayanannya..sukses selalu"",""Images"":null,""When"":""a year ago""},{""Name"":""intense_"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWzakp9UZYILqaLUOtp2NjB4M331I5cQs1Im9zM4HoTfQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""mantap sih konsepnya, pelayanannya juga ramah"",""Images"":null,""When"":""6 months ago""},{""Name"":""Fahd Farras"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUMGlY51QGcE78I12Pw58cC6S5-VtHQBSNhARS5PjG1uTtZ=s120-c-rp-mo-ba2-br100"",""Rating"":5,""Description"":""Cepet buat yg ga mau nunggu berhari hari laundrynya"",""Images"":null,""When"":""a year ago""},{""Name"":""Kinanti Akhira Febriana"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUH00B52oyCAbAjzpNqJqG_C054uixeVPaEbwFsfazecYc=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Kakak nya sangat ramah dan baik,serta fasilitas nya sangat nyaman"",""Images"":null,""When"":""a year ago""}]"
